img_genome_id,genome_name,phylum,class,pf03007_count,sequencing_status,genome_size_bp,gene_count,study_name,sequencing_center
2867628528,Streptomyces sp. WM6386,Actinomycetota,Actinomycetes,1,Permanent Draft,9215882,9281,Genome mining of actinomycete strains to discover natural products,"Roy J. Carver Biotechnology Center, University of Illinois, University of Illinois, Urbana-Champaign"
2867646626,Streptomyces sp. WM6378,Actinomycetota,Actinomycetes,1,Permanent Draft,9486712,9127,Genome mining of actinomycete strains to discover natural products,"Roy J. Carver Biotechnology Center, University of Illinois, University of Illinois, Urbana-Champaign"
2867663276,Streptomyces sp. MMG1533,Actinomycetota,Actinomycetes,1,Permanent Draft,10362086,9748,Genome mining of actinomycete strains to discover natural products,"Roy J. Carver Biotechnology Center, University of Illinois, University of Illinois, Urbana-Champaign"
2867673025,Streptomyces sp. MMG1121,Actinomycetota,Actinomycetes,1,Permanent Draft,9453902,8931,Genome mining of actinomycete strains to discover natural products,"Roy J. Carver Biotechnology Center, University of Illinois, University of Illinois, Urbana-Champaign"
2867681957,Streptomyces sp. NRRL B-1140,Actinomycetota,Actinomycetes,1,Permanent Draft,8206934,7595,Genome mining of actinomycete strains to discover natural products,"Roy J. Carver Biotechnology Center, University of Illinois, University of Illinois, Urbana-Champaign"
2867695843,Streptomyces sp. CB02414,Actinomycetota,Actinomycetes,2,Permanent Draft,7987504,7364,Genomes of Actinomycetes strains that contain enediyne biosynthetic gene clusters,The Scripps Research Institute
2867703208,Streptomyces sp. CB02058,Actinomycetota,Actinomycetes,2,Permanent Draft,8308206,7391,Genomes of Actinomycetes strains that contain enediyne biosynthetic gene clusters,The Scripps Research Institute
2867710600,Streptomyces atriruber NRRL B-24165,Actinomycetota,Actinomycetes,1,Permanent Draft,8892875,8440,Genome sequencing of Streptomyces type strains - USDA,USDA/ARS/NCAUR
2867727567,Streptomyces phaeochromogenes NRRL B-1248,Actinomycetota,Actinomycetes,1,Permanent Draft,10935515,10007,Genome sequencing of Streptomyces type strains - USDA,USDA/ARS/NCAUR
2867737575,Streptomyces niveiscabiei NRRL B-24457,Actinomycetota,Actinomycetes,1,Permanent Draft,9549495,9571,Genome sequencing of Streptomyces type strains - USDA,USDA/ARS/NCAUR
2867747147,Kitasatospora sp. CB01950,Actinomycetota,Actinomycetes,1,Permanent Draft,7648636,6960,Genomes of Actinomycetes strains that contain enediyne biosynthetic gene clusters,The Scripps Research Institute
2867754108,Streptomyces sp. CB02488,Actinomycetota,Actinomycetes,2,Permanent Draft,8892300,7922,Genomes of Actinomycetes strains that contain enediyne biosynthetic gene clusters,The Scripps Research Institute
2867762031,Streptomyces sp. CB00455,Actinomycetota,Actinomycetes,2,Permanent Draft,7561943,6936,Genomes of Actinomycetes strains that contain enediyne biosynthetic gene clusters,The Scripps Research Institute
2867768968,Streptomyces sp. CB02366,Actinomycetota,Actinomycetes,1,Permanent Draft,7369245,6607,Genomes of Actinomycetes strains that contain enediyne biosynthetic gene clusters,The Scripps Research Institute
2867775576,Cryobacterium sp. HLT2-28,Actinomycetota,Actinomycetes,1,Permanent Draft,3718199,3551,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2867785170,Cryobacterium sp. RHLT2-21,Actinomycetota,Actinomycetes,1,Permanent Draft,3651597,3479,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2867788650,Cryobacterium sp. MDB2-10,Actinomycetota,Actinomycetes,1,Permanent Draft,4007848,3799,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2867792450,Cryobacterium sp. MDT1-3,Actinomycetota,Actinomycetes,1,Permanent Draft,3715409,3640,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2867796091,Cryobacterium sp. MDB1-18-2,Actinomycetota,Actinomycetes,1,Permanent Draft,4017688,3927,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2867800019,Cryobacterium sp. MDB1-18-1,Actinomycetota,Actinomycetes,1,Permanent Draft,4013789,3902,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2867803922,Cryobacterium sp. MDB1-5,Actinomycetota,Actinomycetes,1,Permanent Draft,3927216,3699,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2867807622,Cryobacterium sp. TMT2-42-4,Actinomycetota,Actinomycetes,1,Permanent Draft,3392795,3297,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2867810920,Cryobacterium sp. TMT2-18-2,Actinomycetota,Actinomycetes,1,Permanent Draft,3376199,3241,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2867814162,Cryobacterium sp. TMT2-14,Actinomycetota,Actinomycetes,1,Permanent Draft,3446195,3346,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2867821314,Cryobacterium sp. TMT1-22,Actinomycetota,Actinomycetes,1,Permanent Draft,3487785,3359,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2867832277,Cryobacterium sp. TMT2-18-3,Actinomycetota,Actinomycetes,1,Permanent Draft,3377800,3241,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2867947244,Sphingomonas sp. R1S3D,Pseudomonadota,Alphaproteobacteria,2,Permanent Draft,5564539,5263,Exploring microbial biodiversity for novel pathways involved in the catabolism of aromatic compounds derived from lignin,DOE Joint Genome Institute  (JGI)
2867977797,Streptomyces collinus DSM 40129,Actinomycetota,Actinomycetes,1,Permanent Draft,8858480,8095,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2867988698,Thermomonospora cellulosilytica DSM 45823,Actinomycetota,Actinomycetes,2,Permanent Draft,7378730,7065,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2868020860,Amycolatopsis sp. CA-128772,Actinomycetota,Actinomycetes,4,Permanent Draft,10162752,9575,Amycolatopsis sp. CA-128772 Genome sequencing,Fundacion MEDINA
2868033862,Streptomyces sp. WAC08241,Actinomycetota,Actinomycetes,1,Permanent Draft,7645649,7351,Actinobacteria producing ubiquitous secondary metabolites Genome sequencing,McMaster University
2868041214,Amycolatopsis eburnea GLM-1,Actinomycetota,Actinomycetes,4,Permanent Draft,10230128,9670,Amycolatopsis sp. GLM-1 Genome sequencing,Chiangmai University
2868050885,Gordonia sedimidis AMA120,Actinomycetota,Actinomycetes,15,Permanent Draft,7333645,6921,Gordonia sp. AMA120 Genome sequencing,Prince of Songkla University
2868068591,Nocardia panacis YIM PH 21724,Actinomycetota,Actinomycetes,3,Permanent Draft,7362956,7064,Nocardia panacis YIM PH 21724 Genome sequencing,Yunnan Institute of Microbiology
2868095954,Nocardioides sp. HLT2-9,Actinomycetota,Actinomycetes,4,Permanent Draft,4604445,4491,Nocardioides sp. HLT2-9,"Institute of Microbiology, Chinese Academy of Sciences"
2868108522,Streptomyces rubrogriseus NBRC 15455,Actinomycetota,Actinomycetes,2,Permanent Draft,8454377,7741,Streptomyces coelicoflavus NBRC 15399 genome sequencing,National Institute of Technology and Evaluation Biological Resource Center
2868116264,Actinomadura fibrosa ERS3016534,Actinomycetota,Actinomycetes,7,Permanent Draft,10915467,10333,Taxonomic study of Actinomadura sp. LMG 30035,Ghent University
2868126598,Saccharothrix sp. NRRL B-16348,Actinomycetota,Actinomycetes,2,Permanent Draft,10896489,10133,Genome mining of actinomycete strains to discover natural products,"Roy J. Carver Biotechnology Center, University of Illinois, University of Illinois, Urbana-Champaign"
2868136732,Cryobacterium sp. MDB2-A-2,Actinomycetota,Actinomycetes,1,Permanent Draft,4035554,3866,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2868140599,Cryobacterium sp. MDB2-A-1,Actinomycetota,Actinomycetes,1,Permanent Draft,4043680,3874,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2868144474,Cryobacterium sp. MDB2-33-2,Actinomycetota,Actinomycetes,1,Permanent Draft,4179859,3988,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2868254383,Cryobacterium sp. TMT2-17-1,Actinomycetota,Actinomycetes,1,Permanent Draft,3344037,3267,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2868261061,Cryobacterium sp. TMT2-4,Actinomycetota,Actinomycetes,1,Permanent Draft,3460763,3348,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2868279395,Cryobacterium sp. TMT3-29-2,Actinomycetota,Actinomycetes,1,Permanent Draft,3500288,3458,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2868286281,Cryobacterium sp. TmT2-59,Actinomycetota,Actinomycetes,1,Permanent Draft,3612985,3524,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2868289806,Cryobacterium sp. TmT2-48-2,Actinomycetota,Actinomycetes,2,Permanent Draft,3195001,3084,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2868292891,Cryobacterium sp. TMT2-16,Actinomycetota,Actinomycetes,1,Permanent Draft,3510597,3447,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2868296339,Cryobacterium sp. TMT1-23-1,Actinomycetota,Actinomycetes,1,Permanent Draft,3530071,3416,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2868299756,Cryobacterium sp. TMT1-21,Actinomycetota,Actinomycetes,1,Permanent Draft,3558841,3447,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2868306611,Cryobacterium sp. TMT4-10,Actinomycetota,Actinomycetes,1,Permanent Draft,3514703,3391,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2868310003,Cryobacterium sp. TMT2-23,Actinomycetota,Actinomycetes,1,Permanent Draft,3523355,3400,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2868313404,Cryobacterium sp. TMT2-10,Actinomycetota,Actinomycetes,1,Permanent Draft,3517657,3429,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2868320722,Cryobacterium sp. TMT1-62,Actinomycetota,Actinomycetes,1,Permanent Draft,3324576,3242,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2868327227,Cryobacterium sp. TMT1-19,Actinomycetota,Actinomycetes,1,Permanent Draft,3380552,3359,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2868351436,Cryobacterium sp. Sr59,Actinomycetota,Actinomycetes,1,Permanent Draft,4657575,4439,Genomics of glacier-inhabiting Cryobacterium strains,"Institute of Microbiology, Chinese Academy of Sciences"
2868362200,Bacillus sp. AZ43,Bacillota,Bacilli,2,Permanent Draft,4064414,4178,Geodermatophilus sp. DF01_2,University of New Hampshire
2868366379,Mycobacterium sp. PS03_16,Actinomycetota,Actinomycetes,8,Permanent Draft,5507058,5458,Geodermatophilus sp. DF01_2,University of New Hampshire
2868371838,Nocardioides sp. 503,Actinomycetota,Actinomycetes,3,Permanent Draft,4785494,4594,Nocardioides sp. 503 Genome sequencing,Chinese Center for Disease Control and Prevention
2868376433,Nocardioides sp. 1609,Actinomycetota,Actinomycetes,2,Permanent Draft,4831279,4551,Nocardioides sp. 1609 Genome sequencing,Chinese Center for Disease Control and Prevention
2868380985,Mycobacterium attenuatum MK136,Actinomycetota,Actinomycetes,25,Permanent Draft,6344986,5934,Taxogenomic of Mycobacterium kansasii,CHUV-UNIL
2868386920,Mycobacterium attenuatum MK191,Actinomycetota,Actinomycetes,24,Permanent Draft,6356576,5991,Taxogenomic of Mycobacterium kansasii,CHUV-UNIL
2868392912,Mycobacterium attenuatum MK41,Actinomycetota,Actinomycetes,24,Permanent Draft,6527895,6205,Taxogenomic of Mycobacterium kansasii,CHUV-UNIL
2868414173,Pseudonocardia sp. N23,Actinomycetota,Actinomycetes,3,Permanent Draft,6538725,6439,Draft genome sequence of Pseudonocardia sp. N23,Osaka University
2868420613,Mycobacterium sp. MFM001,Actinomycetota,Actinomycetes,11,Permanent Draft,5006351,4923,Draft genome sequence of Mycobacterium sp. MFM001,"International Health, Institute of Tropical Medicine"
2868425537,Streptomyces sp. NL15-2K,Actinomycetota,Actinomycetes,4,Permanent Draft,12072023,11106,Streptomyces sp. NL15-2K Genome sequencing,Yasuda Womens University
2868436644,Cellulomonas algicola TKZ-21,Actinomycetota,Actinomycetes,1,Permanent Draft,4499308,4443,"Cellulomonas takizawanensis sp. nov., an actinobacterium isolated from a freshwater alga","University of Yamanashi, Japan"
2868446609,Nocardioides sp. LS1,Actinomycetota,Actinomycetes,3,Permanent Draft,4536969,4419,Nocardioides sp. strain LS1,Nagoya University
2868451029,Embleya hyalina NBRC 13850,Actinomycetota,Actinomycetes,4,Permanent Draft,12054215,10604,Embleya hyalina genome project,Osaka University
2868700089,Moraxella osloensis OG2,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,2596010,2377,Genome sequencing of Kefir isolates,European Molecular Biology Laboratory (EMBL)
2868706329,Moraxella catarrhalis COPD_M32,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,1894795,1877,Sputum M. catarrhalis strains exhibit diversity within and between COPD subjects,University of Leicester
2868708207,Moraxella catarrhalis COPD_M100,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,1969349,1936,Sputum M. catarrhalis strains exhibit diversity within and between COPD subjects,University of Leicester
2868713926,Moraxella osloensis CCUG 350,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,2594948,2402,Genome sequencing of clinically relevant pathogenic bacteria - University of Gothenburg,"TAILORED-Treatment project, University of Gothenburg - CCUG"
2868716329,Moraxella atlantae CCUG 66109,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,2210803,2031,Genome sequencing of clinically relevant pathogenic bacteria - University of Gothenburg,"TAILORED-Treatment project, University of Gothenburg - CCUG"
2868718361,Moraxella bovis CCUG 2133,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,2754707,2918,Genome sequencing of clinically relevant pathogenic bacteria - University of Gothenburg,"TAILORED-Treatment project, University of Gothenburg - CCUG"
2868721280,Moraxella catarrhalis S11,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,1878412,1878,Moraxella catarrhalis Genome sequencing,Drexel University College of Medicine
2868723159,Moraxella catarrhalis 173P27B1,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,1940208,1893,Moraxella catarrhalis genome sequencing,"Institute for Genome Sciences, University of Maryland School of Medicine"
2868725053,Moraxella catarrhalis N4,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,1935461,1887,Moraxella catarrhalis Genome sequencing,Drexel University College of Medicine
2868766638,Moraxella catarrhalis C031,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,1954639,1910,Moraxella catarrhalis Genome sequencing,Drexel University College of Medicine
2868853548,Photobacterium damselae damselae 206328-2,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,4479365,4080,Photobacterium damselae damselae 206328-2 genome sequencing,Universidad de Santiago de Compostela
2868869919,Photobacterium ganghwense JCM 12487,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,5533005,5206,Genome sequences of foodborne bacterial pathogens - FDA,"Center for Food Safety and Applied Nutrition, FDA (FDA/CFSAN)"
2868888173,Photobacterium damselae damselae 940804-1/1,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,4360322,3970,Photobacterium damselae damselae 940804-1/1 genome sequencing,Universidad de Santiago de Compostela
2869177050,Mycolicibacterium smegmatis NCTC 7017,Actinomycetota,Actinomycetes,8,Permanent Draft,6959437,6831,Genome sequencing of bacterial type strains from NCTC culture collection,Wellcome Trust Sanger Institute
2869183882,Mycobacterium diernhoferi BM1,Actinomycetota,Actinomycetes,8,Permanent Draft,5920839,6349,Genome sequencing of Mycobacterium strains from human blood samples,"University of Warwick, UW"
2869190232,Mycolicibacterium sp. Dasyatis americana,Actinomycetota,Actinomycetes,7,Permanent Draft,5819532,5815,Mycolicibacterium sp. Dasyatis americana genome sequencing,USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories - DBL
2869196048,Mycolicibacterium tokaiense NCTC 10821,Actinomycetota,Actinomycetes,6,Permanent Draft,6428810,6389,Genome sequencing of bacterial type strains from NCTC culture collection,Wellcome Trust Sanger Institute
2869202438,Mycolicibacterium llatzerense EDP_4,Actinomycetota,Actinomycetes,18,Permanent Draft,6697820,6832,Mycolicibacterium llatzerense EDP_4 genome sequencing,European Bioinformatics Institute
2869209271,Mycobacterium kyogaense NCTC 11659,Actinomycetota,Actinomycetes,10,Permanent Draft,5759757,5662,Mycolicibacterium kyogaense NCTC 11659 genome sequencing,Newcastle University
2869214934,Mycolicibacterium mucogenicum CCH10-A2,Actinomycetota,Actinomycetes,15,Permanent Draft,6361488,6722,"Drinking water biofilms microbial communities from hospital in Ohio, USA","Georgia Institute of Technology, U.S. Environmental Protection Agency"
2869221657,Mycolicibacterium sphagni ATCC 33027,Actinomycetota,Actinomycetes,7,Permanent Draft,6066978,6032,Mycolicibacterium sphagni ATCC 33027 genome sequencing,"San Raffaele Scientific Institute, Italy"
2869227690,Mycolicibacterium fortuitum acetamidolyticum JCM 6368,Actinomycetota,Actinomycetes,9,Permanent Draft,7101918,7161,Draft Genome Sequence of Five Rapidly Growing Mycobacterium species.,"Microbiology, Graduate School of Medical Sciences, Kyushu University"
2869293032,Mycolicibacterium phlei NCTC 8156,Actinomycetota,Actinomycetes,8,Permanent Draft,5313907,5244,Genome sequencing of bacterial type strains from NCTC culture collection,Wellcome Trust Sanger Institute
2869303341,Arthrobacter globiformis 2PR,Actinomycetota,Actinomycetes,1,Permanent Draft,4628998,4949,Arthrobacter globiformis 2PR genome sequencing,Qingdao Agriculture University
2870371542,Mycobacterium tuberculosis TBV5000,Actinomycetota,Actinomycetes,14,Finished,4411318,4229,Genome sequencing of M. tuberculosis strains isolated from unrelated TB patients in Peru,Universidad Peruana Cayetano Heredia
2870375772,Mycobacterium tuberculosis LN2900,Actinomycetota,Actinomycetes,14,Finished,4411327,4227,Genome sequencing of M. tuberculosis strains isolated from unrelated TB patients in Peru,Universidad Peruana Cayetano Heredia
2870380000,Mycobacterium tuberculosis 109-10,Actinomycetota,Actinomycetes,14,Finished,4411463,4221,Annotated Genome Sequences of Lineage 4 Mycobacterium tuberculosis Isolates from Guatemala,Duke University
2870384222,Mycobacterium tuberculosis CSV3611,Actinomycetota,Actinomycetes,14,Finished,4411439,4218,Genome sequencing of M. tuberculosis strains isolated from unrelated TB patients in Peru,Universidad Peruana Cayetano Heredia
2870388441,Mycobacterium tuberculosis 20-11,Actinomycetota,Actinomycetes,14,Finished,4411504,4215,Annotated Genome Sequences of Lineage 4 Mycobacterium tuberculosis Isolates from Guatemala,Duke University
2870392657,Mycobacterium tuberculosis 229-10,Actinomycetota,Actinomycetes,14,Finished,4411519,4222,Annotated Genome Sequences of Lineage 4 Mycobacterium tuberculosis Isolates from Guatemala,Duke University
2870396880,Mycobacterium tuberculosis Beijing2014PNGD,Actinomycetota,Actinomycetes,12,Finished,4404064,4589,Mycobacterium tuberculosis Beijing2014PNGD genome sequencing,University of Queensland
2870401470,Mycobacterium tuberculosis CSV383,Actinomycetota,Actinomycetes,14,Finished,4411115,4223,Genome sequencing of M. tuberculosis strains isolated from unrelated TB patients in Peru,Universidad Peruana Cayetano Heredia
2870405694,Mycobacterium tuberculosis LE492,Actinomycetota,Actinomycetes,14,Finished,4411208,4231,Genome sequencing of M. tuberculosis strains isolated from unrelated TB patients in Peru,Universidad Peruana Cayetano Heredia
2870409926,Mycobacterium tuberculosis MDRDM627,Actinomycetota,Actinomycetes,14,Finished,4411215,4225,Genome sequencing of M. tuberculosis strains isolated from unrelated TB patients in Peru,Universidad Peruana Cayetano Heredia
2870517152,Nonomuraea roseoviolacea carminata DSM 44170,Actinomycetota,Actinomycetes,1,Permanent Draft,9752649,9217,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870526370,Nonomuraea jabiensis DSM 45507,Actinomycetota,Actinomycetes,3,Permanent Draft,13173116,12327,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870593509,Amycolatopsis jiangsuensis DSM 45859,Actinomycetota,Actinomycetes,4,Permanent Draft,8047834,7466,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870600976,Crossiella cryophila DSM 44230,Actinomycetota,Actinomycetes,1,Permanent Draft,10058141,8796,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870609773,Nonomuraea rubra DSM 43768,Actinomycetota,Actinomycetes,4,Permanent Draft,12876814,12255,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870628048,Microbacterium thalassium DSM 12511,Actinomycetota,Actinomycetes,1,Permanent Draft,3696012,3464,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870721527,Saccharothrix ecbatanensis DSM 45486,Actinomycetota,Actinomycetes,2,Permanent Draft,9689237,8858,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870730386,Streptosporangium becharense DSM 46887,Actinomycetota,Actinomycetes,2,Permanent Draft,7824014,6996,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870737383,Streptomyces murinus DSM 41827,Actinomycetota,Actinomycetes,1,Permanent Draft,8564214,7618,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870759924,Actinomadura coerulea DSM 43675,Actinomycetota,Actinomycetes,3,Permanent Draft,8190213,7763,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870767688,Streptomyces nodosus DSM 40109,Actinomycetota,Actinomycetes,1,Permanent Draft,7791312,7044,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870774733,Streptomyces luteogriseus DSM 40483,Actinomycetota,Actinomycetes,2,Permanent Draft,8709298,7899,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870782633,Pseudonocardia eucalypti DSM 45351,Actinomycetota,Actinomycetes,7,Permanent Draft,9624083,8546,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870794168,Actinomadura catellatispora DSM 44772,Actinomycetota,Actinomycetes,3,Permanent Draft,8203588,7599,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870812040,Actinomadura algeriensis DSM 46744,Actinomycetota,Actinomycetes,2,Permanent Draft,8612339,7997,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870820038,Actinophytocola algeriensis DSM 46746,Actinomycetota,Actinomycetes,3,Permanent Draft,9750021,9268,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870829307,Amycolatopsis umgeniensis DSM 45272,Actinomycetota,Actinomycetes,4,Permanent Draft,9225930,8543,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870837851,Kribbella italica DSM 28967,Actinomycetota,Actinomycetes,2,Permanent Draft,8885108,8517,Sequencing the genomes of 1000 actinobacteria strains,DOE Joint Genome Institute  (JGI)
2870883357,BD1-7 clade bacterium SB11-3,Pseudomonadota,Gammaproteobacteria,4,Permanent Draft,5702533,4959,Genome analysis of sterol-degrading bacteria isolated from marine sponges,University of British Columbia
2871046739,Moraxella atlantae CCUG 59586,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,2288975,2071,Genome sequencing of clinically relevant pathogenic bacteria - University of Gothenburg,"TAILORED-Treatment project, University of Gothenburg - CCUG"
2871048811,Moraxella catarrhalis 489_MCAT,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,1830208,1742,Whole genome sequencing of bacterial isolates collected over a 1-year period from the intensive care unit of University of Washington Medical Center,University of Washington
2871050554,Moraxella catarrhalis N15,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,1934540,1888,Moraxella catarrhalis Genome sequencing,Drexel University College of Medicine
2871052443,Moraxella catarrhalis COPD_M133,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,1882523,1838,Sputum M. catarrhalis strains exhibit diversity within and between COPD subjects,University of Leicester
2871054282,Moraxella catarrhalis Z7574,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,2231472,2148,Moraxella catarrhalis Genome sequencing,Drexel University College of Medicine
2871056431,Moraxella nonliquefaciens CCUG 348,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,2279879,2281,Genome sequencing of clinically relevant pathogenic bacteria - University of Gothenburg,"TAILORED-Treatment project, University of Gothenburg - CCUG"
2871058713,Moraxella catarrhalis NCTC 3622,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,2026608,2017,Genome sequencing of bacterial type strains from NCTC culture collection,Wellcome Trust Sanger Institute
2871060731,Moraxella catarrhalis C10,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,2091624,2087,Moraxella catarrhalis Genome sequencing,Drexel University College of Medicine
2871062819,Moraxella catarrhalis 173P31B1,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,1938288,1883,Moraxella catarrhalis genome sequencing,"Institute for Genome Sciences, University of Maryland School of Medicine"
2871064703,Moraxella catarrhalis A9,Pseudomonadota,Gammaproteobacteria,1,Permanent Draft,1905073,1835,Moraxella catarrhalis Genome sequencing,Drexel University College of Medicine
2871775133,Mycolicibacterium acapulense CSURP1424,Actinomycetota,Actinomycetes,11,Permanent Draft,5286890,5247,Mycolicibacterium acapulense CSURP1424 genome sequencing,Research Unit on Emerging Infectious and Tropical Diseases ( URMITE )
2871780381,Mycolicibacterium gilvum NCTC 10742,Actinomycetota,Actinomycetes,13,Permanent Draft,6432993,6292,Genome sequencing of bacterial type strains from NCTC culture collection,Wellcome Trust Sanger Institute
2872578273,Mycobacterium tuberculosis SLM100,Actinomycetota,Actinomycetes,14,Finished,4411394,4224,Genome sequencing of M. tuberculosis strains isolated from unrelated TB patients in Peru,Universidad Peruana Cayetano Heredia
2872582498,Mycobacterium tuberculosis LN180,Actinomycetota,Actinomycetes,14,Finished,4411436,4223,Genome sequencing of M. tuberculosis strains isolated from unrelated TB patients in Peru,Universidad Peruana Cayetano Heredia
2872586722,Mycobacterium tuberculosis TBV5365,Actinomycetota,Actinomycetes,14,Finished,4411398,4216,Genome sequencing of M. tuberculosis strains isolated from unrelated TB patients in Peru,Universidad Peruana Cayetano Heredia
2872590939,Mycobacterium tuberculosis 5-10,Actinomycetota,Actinomycetes,14,Finished,4411442,4218,Annotated Genome Sequences of Lineage 4 Mycobacterium tuberculosis Isolates from Guatemala,Duke University
2872595158,Mycobacterium tuberculosis HN-506,Actinomycetota,Actinomycetes,13,Finished,4413362,4220,"Complete genome sequences of Mycobacterium tuberculosis clinical strains evoking outstanding genotype clusters in Hanoi, Vietnam",Nagasaki University
